Entity,Code,Year,"Number of daily smokers - both (IHME, GHDx (2012))"
Afghanistan,AFG,1980,733520
Afghanistan,AFG,1981,720102
Afghanistan,AFG,1982,700415
Afghanistan,AFG,1983,676984
Afghanistan,AFG,1984,653812
Afghanistan,AFG,1985,634732
Afghanistan,AFG,1986,619871
Afghanistan,AFG,1987,608651
Afghanistan,AFG,1988,606307
Afghanistan,AFG,1989,619534
Afghanistan,AFG,1990,652030
Afghanistan,AFG,1991,707278
Afghanistan,AFG,1992,783101
Afghanistan,AFG,1993,869965
Afghanistan,AFG,1994,954455
Afghanistan,AFG,1995,1028533
Afghanistan,AFG,1996,1086454
Afghanistan,AFG,1997,1131993
Afghanistan,AFG,1998,1163473
Afghanistan,AFG,1999,1192680
Afghanistan,AFG,2000,1228925
Afghanistan,AFG,2001,1274895
Afghanistan,AFG,2002,1329825
Afghanistan,AFG,2003,1390046
Afghanistan,AFG,2004,1449475
Afghanistan,AFG,2005,1504433
Afghanistan,AFG,2006,1553745
Afghanistan,AFG,2007,1599691
Afghanistan,AFG,2008,1644245
Afghanistan,AFG,2009,1691957
Afghanistan,AFG,2010,1743624
Afghanistan,AFG,2011,1800309
Afghanistan,AFG,2012,1862700
Albania,ALB,1980,360902
Albania,ALB,1981,371658
Albania,ALB,1982,382557
Albania,ALB,1983,393867
Albania,ALB,1984,405919
Albania,ALB,1985,418871
Albania,ALB,1986,433002
Albania,ALB,1987,448005
Albania,ALB,1988,462614
Albania,ALB,1989,474490
Albania,ALB,1990,482850
Albania,ALB,1991,487892
Albania,ALB,1992,489417
Albania,ALB,1993,488078
Albania,ALB,1994,485775
Albania,ALB,1995,483593
Albania,ALB,1996,481723
Albania,ALB,1997,475222
Albania,ALB,1998,470397
Albania,ALB,1999,465894
Albania,ALB,2000,461078
Albania,ALB,2001,455877
Albania,ALB,2002,450636
Albania,ALB,2003,434588
Albania,ALB,2004,422860
Albania,ALB,2005,426583
Albania,ALB,2006,433852
Albania,ALB,2007,443830
Albania,ALB,2008,455797
Albania,ALB,2009,469352
Albania,ALB,2010,481678
Albania,ALB,2011,494981
Albania,ALB,2012,509040
Algeria,DZA,1980,1636110
Algeria,DZA,1981,1696285
Algeria,DZA,1982,1759249
Algeria,DZA,1983,1826283
Algeria,DZA,1984,1896411
Algeria,DZA,1985,1969586
Algeria,DZA,1986,2045829
Algeria,DZA,1987,2125295
Algeria,DZA,1988,2211486
Algeria,DZA,1989,2302051
Algeria,DZA,1990,2396876
Algeria,DZA,1991,2497165
Algeria,DZA,1992,2602202
Algeria,DZA,1993,2714059
Algeria,DZA,1994,2831649
Algeria,DZA,1995,2954172
Algeria,DZA,1996,3081682
Algeria,DZA,1997,3138907
Algeria,DZA,1998,3190250
Algeria,DZA,1999,3243047
Algeria,DZA,2000,3296121
Algeria,DZA,2001,3344091
Algeria,DZA,2002,3378788
Algeria,DZA,2003,3297692
Algeria,DZA,2004,3205753
Algeria,DZA,2005,3115071
Algeria,DZA,2006,3051530
Algeria,DZA,2007,2999483
Algeria,DZA,2008,2962131
Algeria,DZA,2009,2944512
Algeria,DZA,2010,2948128
Algeria,DZA,2011,3028690
Algeria,DZA,2012,3123101
Andorra,AND,1980,7636
Andorra,AND,1981,8671
Andorra,AND,1982,9232
Andorra,AND,1983,9711
Andorra,AND,1984,10058
Andorra,AND,1985,10585
Andorra,AND,1986,11102
Andorra,AND,1987,11436
Andorra,AND,1988,11861
Andorra,AND,1989,12139
Andorra,AND,1990,12649
Andorra,AND,1991,13530
Andorra,AND,1992,14305
Andorra,AND,1993,15001
Andorra,AND,1994,15325
Andorra,AND,1995,15201
Andorra,AND,1996,15240
Andorra,AND,1997,15387
Andorra,AND,1998,15548
Andorra,AND,1999,15598
Andorra,AND,2000,15541
Andorra,AND,2001,15479
Andorra,AND,2002,15516
Andorra,AND,2003,15952
Andorra,AND,2004,16734
Andorra,AND,2005,17121
Andorra,AND,2006,17322
Andorra,AND,2007,17576
Andorra,AND,2008,17716
Andorra,AND,2009,17751
Andorra,AND,2010,17718
Andorra,AND,2011,17686
Andorra,AND,2012,17757
Angola,AGO,1980,355432
Angola,AGO,1981,368686
Angola,AGO,1982,383039
Angola,AGO,1983,397824
Angola,AGO,1984,412279
Angola,AGO,1985,425787
Angola,AGO,1986,437990
Angola,AGO,1987,448940
Angola,AGO,1988,459222
Angola,AGO,1989,470041
Angola,AGO,1990,482103
Angola,AGO,1991,495826
Angola,AGO,1992,511147
Angola,AGO,1993,528509
Angola,AGO,1994,546030
Angola,AGO,1995,562869
Angola,AGO,1996,577854
Angola,AGO,1997,593637
Angola,AGO,1998,610351
Angola,AGO,1999,628396
Angola,AGO,2000,648075
Angola,AGO,2001,670045
Angola,AGO,2002,693035
Angola,AGO,2003,717513
Angola,AGO,2004,742615
Angola,AGO,2005,767136
Angola,AGO,2006,791084
Angola,AGO,2007,814860
Angola,AGO,2008,839378
Angola,AGO,2009,865678
Angola,AGO,2010,893543
Angola,AGO,2011,923026
Angola,AGO,2012,954216
Antigua and Barbuda,ATG,1980,2425
Antigua and Barbuda,ATG,1981,2398
Antigua and Barbuda,ATG,1982,2371
Antigua and Barbuda,ATG,1983,2313
Antigua and Barbuda,ATG,1984,2228
Antigua and Barbuda,ATG,1985,2133
Antigua and Barbuda,ATG,1986,2027
Antigua and Barbuda,ATG,1987,1926
Antigua and Barbuda,ATG,1988,1835
Antigua and Barbuda,ATG,1989,1764
Antigua and Barbuda,ATG,1990,1723
Antigua and Barbuda,ATG,1991,1711
Antigua and Barbuda,ATG,1992,1728
Antigua and Barbuda,ATG,1993,1758
Antigua and Barbuda,ATG,1994,1792
Antigua and Barbuda,ATG,1995,1835
Antigua and Barbuda,ATG,1996,1873
Antigua and Barbuda,ATG,1997,1905
Antigua and Barbuda,ATG,1998,1932
Antigua and Barbuda,ATG,1999,1956
Antigua and Barbuda,ATG,2000,1976
Antigua and Barbuda,ATG,2001,1998
Antigua and Barbuda,ATG,2002,2014
Antigua and Barbuda,ATG,2003,2028
Antigua and Barbuda,ATG,2004,2039
Antigua and Barbuda,ATG,2005,2052
Antigua and Barbuda,ATG,2006,2060
Antigua and Barbuda,ATG,2007,2069
Antigua and Barbuda,ATG,2008,2088
Antigua and Barbuda,ATG,2009,2121
Antigua and Barbuda,ATG,2010,2157
Antigua and Barbuda,ATG,2011,2197
Antigua and Barbuda,ATG,2012,2236
Argentina,ARG,1980,5141750
Argentina,ARG,1981,5176002
Argentina,ARG,1982,5222601
Argentina,ARG,1983,5270415
Argentina,ARG,1984,5318259
Argentina,ARG,1985,5375991
Argentina,ARG,1986,5427830
Argentina,ARG,1987,5483239
Argentina,ARG,1988,5547633
Argentina,ARG,1989,5627009
Argentina,ARG,1990,5711538
Argentina,ARG,1991,5788048
Argentina,ARG,1992,5862939
Argentina,ARG,1993,5937593
Argentina,ARG,1994,6008934
Argentina,ARG,1995,6091760
Argentina,ARG,1996,6175547
Argentina,ARG,1997,6210715
Argentina,ARG,1998,6231683
Argentina,ARG,1999,6266828
Argentina,ARG,2000,6315848
Argentina,ARG,2001,6378514
Argentina,ARG,2002,6460856
Argentina,ARG,2003,6530178
Argentina,ARG,2004,6578400
Argentina,ARG,2005,6598388
Argentina,ARG,2006,6543968
Argentina,ARG,2007,6478164
Argentina,ARG,2008,6416750
Argentina,ARG,2009,6348211
Argentina,ARG,2010,6218327
Argentina,ARG,2011,6085273
Argentina,ARG,2012,5987695
Armenia,ARM,1980,560278
Armenia,ARM,1981,576592
Armenia,ARM,1982,591772
Armenia,ARM,1983,606217
Armenia,ARM,1984,620530
Armenia,ARM,1985,635163
Armenia,ARM,1986,650468
Armenia,ARM,1987,666044
Armenia,ARM,1988,679682
Armenia,ARM,1989,688658
Armenia,ARM,1990,691309
Armenia,ARM,1991,686801
Armenia,ARM,1992,676808
Armenia,ARM,1993,663085
Armenia,ARM,1994,648834
Armenia,ARM,1995,637232
Armenia,ARM,1996,629091
Armenia,ARM,1997,619192
Armenia,ARM,1998,612686
Armenia,ARM,1999,609215
Armenia,ARM,2000,607845
Armenia,ARM,2001,605465
Armenia,ARM,2002,606408
Armenia,ARM,2003,609887
Armenia,ARM,2004,614375
Armenia,ARM,2005,618988
Armenia,ARM,2006,620158
Armenia,ARM,2007,620281
Armenia,ARM,2008,620155
Armenia,ARM,2009,620825
Armenia,ARM,2010,622517
Armenia,ARM,2011,626850
Armenia,ARM,2012,631086
Australia,AUS,1980,3355016
Australia,AUS,1981,3364053
Australia,AUS,1982,3380260
Australia,AUS,1983,3391400
Australia,AUS,1984,3375172
Australia,AUS,1985,3353929
Australia,AUS,1986,3334770
Australia,AUS,1987,3321084
Australia,AUS,1988,3313344
Australia,AUS,1989,3317820
Australia,AUS,1990,3338082
Australia,AUS,1991,3360141
Australia,AUS,1992,3378500
Australia,AUS,1993,3396002
Australia,AUS,1994,3390339
Australia,AUS,1995,3382914
Australia,AUS,1996,3370175
Australia,AUS,1997,3350770
Australia,AUS,1998,3328343
Australia,AUS,1999,3285821
Australia,AUS,2000,3250473
Australia,AUS,2001,3222749
Australia,AUS,2002,3196807
Australia,AUS,2003,3166639
Australia,AUS,2004,3129217
Australia,AUS,2005,3087272
Australia,AUS,2006,3044524
Australia,AUS,2007,3006203
Australia,AUS,2008,2988559
Australia,AUS,2009,2979659
Australia,AUS,2010,2944091
Australia,AUS,2011,2938308
Australia,AUS,2012,2961263
Austria,AUT,1980,1564894
Austria,AUT,1981,1552093
Austria,AUT,1982,1555638
Austria,AUT,1983,1560443
Austria,AUT,1984,1575031
Austria,AUT,1985,1590228
Austria,AUT,1986,1610220
Austria,AUT,1987,1648263
Austria,AUT,1988,1690169
Austria,AUT,1989,1735826
Austria,AUT,1990,1782252
Austria,AUT,1991,1826640
Austria,AUT,1992,1860854
Austria,AUT,1993,1884044
Austria,AUT,1994,1886001
Austria,AUT,1995,1865505
Austria,AUT,1996,1838227
Austria,AUT,1997,1835214
Austria,AUT,1998,1891378
Austria,AUT,1999,1961512
Austria,AUT,2000,2020904
Austria,AUT,2001,2078882
Austria,AUT,2002,2125994
Austria,AUT,2003,2136144
Austria,AUT,2004,2132330
Austria,AUT,2005,2109607
Austria,AUT,2006,2080950
Austria,AUT,2007,2067054
Austria,AUT,2008,2064563
Austria,AUT,2009,2078843
Austria,AUT,2010,2088106
Austria,AUT,2011,2097089
Austria,AUT,2012,2109044
Azerbaijan,AZE,1980,814426
Azerbaijan,AZE,1981,840708
Azerbaijan,AZE,1982,867301
Azerbaijan,AZE,1983,893189
Azerbaijan,AZE,1984,916807
Azerbaijan,AZE,1985,937310
Azerbaijan,AZE,1986,955588
Azerbaijan,AZE,1987,970657
Azerbaijan,AZE,1988,984463
Azerbaijan,AZE,1989,999508
Azerbaijan,AZE,1990,1015868
Azerbaijan,AZE,1991,1035083
Azerbaijan,AZE,1992,1052460
Azerbaijan,AZE,1993,1067887
Azerbaijan,AZE,1994,1079956
Azerbaijan,AZE,1995,1088491
Azerbaijan,AZE,1996,1094683
Azerbaijan,AZE,1997,1099422
Azerbaijan,AZE,1998,1105618
Azerbaijan,AZE,1999,1116822
Azerbaijan,AZE,2000,1133760
Azerbaijan,AZE,2001,1156530
Azerbaijan,AZE,2002,1184983
Azerbaijan,AZE,2003,1218512
Azerbaijan,AZE,2004,1255303
Azerbaijan,AZE,2005,1297283
Azerbaijan,AZE,2006,1345112
Azerbaijan,AZE,2007,1395636
Azerbaijan,AZE,2008,1445241
Azerbaijan,AZE,2009,1493864
Azerbaijan,AZE,2010,1540019
Azerbaijan,AZE,2011,1582090
Azerbaijan,AZE,2012,1622189
Bahamas,BHS,1980,14684
Bahamas,BHS,1981,15054
Bahamas,BHS,1982,15431
Bahamas,BHS,1983,15819
Bahamas,BHS,1984,16168
Bahamas,BHS,1985,16511
Bahamas,BHS,1986,16867
Bahamas,BHS,1987,17236
Bahamas,BHS,1988,17626
Bahamas,BHS,1989,18017
Bahamas,BHS,1990,18466
Bahamas,BHS,1991,19009
Bahamas,BHS,1992,19629
Bahamas,BHS,1993,20273
Bahamas,BHS,1994,20887
Bahamas,BHS,1995,21441
Bahamas,BHS,1996,21918
Bahamas,BHS,1997,21664
Bahamas,BHS,1998,21515
Bahamas,BHS,1999,21511
Bahamas,BHS,2000,21679
Bahamas,BHS,2001,22015
Bahamas,BHS,2002,22493
Bahamas,BHS,2003,23096
Bahamas,BHS,2004,23759
Bahamas,BHS,2005,24416
Bahamas,BHS,2006,25064
Bahamas,BHS,2007,25729
Bahamas,BHS,2008,26434
Bahamas,BHS,2009,27186
Bahamas,BHS,2010,27931
Bahamas,BHS,2011,28657
Bahamas,BHS,2012,29346
Bahrain,BHR,1980,40835
Bahrain,BHR,1981,43047
Bahrain,BHR,1982,44536
Bahrain,BHR,1983,45624
Bahrain,BHR,1984,46495
Bahrain,BHR,1985,47316
Bahrain,BHR,1986,48101
Bahrain,BHR,1987,48804
Bahrain,BHR,1988,49495
Bahrain,BHR,1989,50105
Bahrain,BHR,1990,50728
Bahrain,BHR,1991,51565
Bahrain,BHR,1992,52978
Bahrain,BHR,1993,54518
Bahrain,BHR,1994,56040
Bahrain,BHR,1995,57493
Bahrain,BHR,1996,58814
Bahrain,BHR,1997,59543
Bahrain,BHR,1998,59966
Bahrain,BHR,1999,58489
Bahrain,BHR,2000,57985
Bahrain,BHR,2001,58916
Bahrain,BHR,2002,64235
Bahrain,BHR,2003,71990
Bahrain,BHR,2004,83000
Bahrain,BHR,2005,97778
Bahrain,BHR,2006,116897
Bahrain,BHR,2007,139652
Bahrain,BHR,2008,160060
Bahrain,BHR,2009,177840
Bahrain,BHR,2010,190737
Bahrain,BHR,2011,197864
Bahrain,BHR,2012,200159
Bangladesh,BGD,1980,11293245
Bangladesh,BGD,1981,11582130
Bangladesh,BGD,1982,11887603
Bangladesh,BGD,1983,12209960
Bangladesh,BGD,1984,12543836
Bangladesh,BGD,1985,12888980
Bangladesh,BGD,1986,13251651
Bangladesh,BGD,1987,13629358
Bangladesh,BGD,1988,14015215
Bangladesh,BGD,1989,14403888
Bangladesh,BGD,1990,14786930
Bangladesh,BGD,1991,15161601
Bangladesh,BGD,1992,15523009
Bangladesh,BGD,1993,15885115
Bangladesh,BGD,1994,16267239
Bangladesh,BGD,1995,16670371
Bangladesh,BGD,1996,17095713
Bangladesh,BGD,1997,17553987
Bangladesh,BGD,1998,18016354
Bangladesh,BGD,1999,18503259
Bangladesh,BGD,2000,19014894
Bangladesh,BGD,2001,19575053
Bangladesh,BGD,2002,20180474
Bangladesh,BGD,2003,21008853
Bangladesh,BGD,2004,21630563
Bangladesh,BGD,2005,22035646
Bangladesh,BGD,2006,22330758
Bangladesh,BGD,2007,22540179
Bangladesh,BGD,2008,22693137
Bangladesh,BGD,2009,22869372
Bangladesh,BGD,2010,23204268
Bangladesh,BGD,2011,23586140
Bangladesh,BGD,2012,24013742
Barbados,BRB,1980,11786
Barbados,BRB,1981,12000
Barbados,BRB,1982,12290
Barbados,BRB,1983,12605
Barbados,BRB,1984,12889
Barbados,BRB,1985,13132
Barbados,BRB,1986,13287
Barbados,BRB,1987,13394
Barbados,BRB,1988,13457
Barbados,BRB,1989,13480
Barbados,BRB,1990,13509
Barbados,BRB,1991,13532
Barbados,BRB,1992,13581
Barbados,BRB,1993,13604
Barbados,BRB,1994,13632
Barbados,BRB,1995,13663
Barbados,BRB,1996,13686
Barbados,BRB,1997,13636
Barbados,BRB,1998,13574
Barbados,BRB,1999,13515
Barbados,BRB,2000,13471
Barbados,BRB,2001,13467
Barbados,BRB,2002,13491
Barbados,BRB,2003,13524
Barbados,BRB,2004,13543
Barbados,BRB,2005,13551
Barbados,BRB,2006,13560
Barbados,BRB,2007,13576
Barbados,BRB,2008,13616
Barbados,BRB,2009,13687
Barbados,BRB,2010,13748
Barbados,BRB,2011,13802
Barbados,BRB,2012,13827
Belarus,BLR,1980,2025347
Belarus,BLR,1981,2063107
Belarus,BLR,1982,2100275
Belarus,BLR,1983,2134678
Belarus,BLR,1984,2166956
Belarus,BLR,1985,2198602
Belarus,BLR,1986,2231899
Belarus,BLR,1987,2263766
Belarus,BLR,1988,2294239
Belarus,BLR,1989,2324748
Belarus,BLR,1990,2347529
Belarus,BLR,1991,2368324
Belarus,BLR,1992,2390063
Belarus,BLR,1993,2407585
Belarus,BLR,1994,2406203
Belarus,BLR,1995,2397560
Belarus,BLR,1996,2396350
Belarus,BLR,1997,2377781
Belarus,BLR,1998,2358410
Belarus,BLR,1999,2338979
Belarus,BLR,2000,2320364
Belarus,BLR,2001,2271072
Belarus,BLR,2002,2214387
Belarus,BLR,2003,2158715
Belarus,BLR,2004,2113621
Belarus,BLR,2005,2078616
Belarus,BLR,2006,2053342
Belarus,BLR,2007,2039936
Belarus,BLR,2008,2041056
Belarus,BLR,2009,2046281
Belarus,BLR,2010,2062684
Belarus,BLR,2011,2117626
Belarus,BLR,2012,2174988
Belgium,BEL,1980,2545647
Belgium,BEL,1981,2537536
Belgium,BEL,1982,2530240
Belgium,BEL,1983,2524578
Belgium,BEL,1984,2516760
Belgium,BEL,1985,2509189
Belgium,BEL,1986,2501932
Belgium,BEL,1987,2495593
Belgium,BEL,1988,2502907
Belgium,BEL,1989,2509722
Belgium,BEL,1990,2506725
Belgium,BEL,1991,2512019
Belgium,BEL,1992,2531070
Belgium,BEL,1993,2557634
Belgium,BEL,1994,2578992
Belgium,BEL,1995,2572843
Belgium,BEL,1996,2557226
Belgium,BEL,1997,2512106
Belgium,BEL,1998,2457552
Belgium,BEL,1999,2392982
Belgium,BEL,2000,2301099
Belgium,BEL,2001,2228574
Belgium,BEL,2002,2205239
Belgium,BEL,2003,2176689
Belgium,BEL,2004,2161006
Belgium,BEL,2005,2172518
Belgium,BEL,2006,2203645
Belgium,BEL,2007,2242630
Belgium,BEL,2008,2285456
Belgium,BEL,2009,2331401
Belgium,BEL,2010,2349914
Belgium,BEL,2011,2362174
Belgium,BEL,2012,2371022
Belize,BLZ,1980,8538
Belize,BLZ,1981,8686
Belize,BLZ,1982,8861
Belize,BLZ,1983,9055
Belize,BLZ,1984,9263
Belize,BLZ,1985,9484
Belize,BLZ,1986,9707
Belize,BLZ,1987,9930
Belize,BLZ,1988,10147
Belize,BLZ,1989,10347
Belize,BLZ,1990,10530
Belize,BLZ,1991,10693
Belize,BLZ,1992,10851
Belize,BLZ,1993,11016
Belize,BLZ,1994,11224
Belize,BLZ,1995,11488
Belize,BLZ,1996,11815
Belize,BLZ,1997,12093
Belize,BLZ,1998,12419
Belize,BLZ,1999,12761
Belize,BLZ,2000,13092
Belize,BLZ,2001,13404
Belize,BLZ,2002,13720
Belize,BLZ,2003,14032
Belize,BLZ,2004,14215
Belize,BLZ,2005,14455
Belize,BLZ,2006,14897
Belize,BLZ,2007,15404
Belize,BLZ,2008,15997
Belize,BLZ,2009,16649
Belize,BLZ,2010,17344
Belize,BLZ,2011,18079
Belize,BLZ,2012,18827
Benin,BEN,1980,193028
Benin,BEN,1981,194339
Benin,BEN,1982,195557
Benin,BEN,1983,198585
Benin,BEN,1984,201922
Benin,BEN,1985,205379
Benin,BEN,1986,209171
Benin,BEN,1987,214080
Benin,BEN,1988,219567
Benin,BEN,1989,226634
Benin,BEN,1990,234282
Benin,BEN,1991,242770
Benin,BEN,1992,252593
Benin,BEN,1993,263179
Benin,BEN,1994,273986
Benin,BEN,1995,283862
Benin,BEN,1996,292713
Benin,BEN,1997,297028
Benin,BEN,1998,302132
Benin,BEN,1999,308534
Benin,BEN,2000,316350
Benin,BEN,2001,324991
Benin,BEN,2002,332038
Benin,BEN,2003,340079
Benin,BEN,2004,348574
Benin,BEN,2005,357650
Benin,BEN,2006,367196
Benin,BEN,2007,376316
Benin,BEN,2008,386204
Benin,BEN,2009,398555
Benin,BEN,2010,411762
Benin,BEN,2011,425477
Benin,BEN,2012,439181
Bhutan,BTN,1980,28483
Bhutan,BTN,1981,29048
Bhutan,BTN,1982,29494
Bhutan,BTN,1983,29852
Bhutan,BTN,1984,30277
Bhutan,BTN,1985,30835
Bhutan,BTN,1986,31557
Bhutan,BTN,1987,32322
Bhutan,BTN,1988,33115
Bhutan,BTN,1989,33616
Bhutan,BTN,1990,33680
Bhutan,BTN,1991,33294
Bhutan,BTN,1992,32533
Bhutan,BTN,1993,31590
Bhutan,BTN,1994,30844
Bhutan,BTN,1995,30466
Bhutan,BTN,1996,30538
Bhutan,BTN,1997,31034
Bhutan,BTN,1998,31917
Bhutan,BTN,1999,33189
Bhutan,BTN,2000,34820
Bhutan,BTN,2001,36800
Bhutan,BTN,2002,39086
Bhutan,BTN,2003,41592
Bhutan,BTN,2004,44095
Bhutan,BTN,2005,46464
Bhutan,BTN,2006,48600
Bhutan,BTN,2007,50545
Bhutan,BTN,2008,52339
Bhutan,BTN,2009,54024
Bhutan,BTN,2010,55597
Bhutan,BTN,2011,57122
Bhutan,BTN,2012,58540
Bolivia,BOL,1980,1025503
Bolivia,BOL,1981,1052926
Bolivia,BOL,1982,1081030
Bolivia,BOL,1983,1109903
Bolivia,BOL,1984,1140060
Bolivia,BOL,1985,1171517
Bolivia,BOL,1986,1204044
Bolivia,BOL,1987,1238373
Bolivia,BOL,1988,1274543
Bolivia,BOL,1989,1312187
Bolivia,BOL,1990,1351482
Bolivia,BOL,1991,1392495
Bolivia,BOL,1992,1435769
Bolivia,BOL,1993,1481886
Bolivia,BOL,1994,1530580
Bolivia,BOL,1995,1581687
Bolivia,BOL,1996,1635755
Bolivia,BOL,1997,1644158
Bolivia,BOL,1998,1665323
Bolivia,BOL,1999,1694005
Bolivia,BOL,2000,1725970
Bolivia,BOL,2001,1756645
Bolivia,BOL,2002,1782027
Bolivia,BOL,2003,1797885
Bolivia,BOL,2004,1800901
Bolivia,BOL,2005,1737289
Bolivia,BOL,2006,1670317
Bolivia,BOL,2007,1609085
Bolivia,BOL,2008,1562181
Bolivia,BOL,2009,1569468
Bolivia,BOL,2010,1589945
Bolivia,BOL,2011,1620867
Bolivia,BOL,2012,1660006
Bosnia and Herzegovina,BIH,1980,1076920
Bosnia and Herzegovina,BIH,1981,1108744
Bosnia and Herzegovina,BIH,1982,1139323
Bosnia and Herzegovina,BIH,1983,1168564
Bosnia and Herzegovina,BIH,1984,1198546
Bosnia and Herzegovina,BIH,1985,1229880
Bosnia and Herzegovina,BIH,1986,1264976
Bosnia and Herzegovina,BIH,1987,1300852
Bosnia and Herzegovina,BIH,1988,1329497
Bosnia and Herzegovina,BIH,1989,1340022
Bosnia and Herzegovina,BIH,1990,1323463
Bosnia and Herzegovina,BIH,1991,1277152
Bosnia and Herzegovina,BIH,1992,1207447
Bosnia and Herzegovina,BIH,1993,1128694
Bosnia and Herzegovina,BIH,1994,1061296
Bosnia and Herzegovina,BIH,1995,1019873
Bosnia and Herzegovina,BIH,1996,1017063
Bosnia and Herzegovina,BIH,1997,1036609
Bosnia and Herzegovina,BIH,1998,1067337
Bosnia and Herzegovina,BIH,1999,1096090
Bosnia and Herzegovina,BIH,2000,1112576
Bosnia and Herzegovina,BIH,2001,1114690
Bosnia and Herzegovina,BIH,2002,1106823
Bosnia and Herzegovina,BIH,2003,1085445
Bosnia and Herzegovina,BIH,2004,1068720
Bosnia and Herzegovina,BIH,2005,1054282
Bosnia and Herzegovina,BIH,2006,1041958
Bosnia and Herzegovina,BIH,2007,1031005
Bosnia and Herzegovina,BIH,2008,1021647
Bosnia and Herzegovina,BIH,2009,1013015
Bosnia and Herzegovina,BIH,2010,1005869
Bosnia and Herzegovina,BIH,2011,1001131
Bosnia and Herzegovina,BIH,2012,1000678
Botswana,BWA,1980,82433
Botswana,BWA,1981,84971
Botswana,BWA,1982,87346
Botswana,BWA,1983,89563
Botswana,BWA,1984,91895
Botswana,BWA,1985,94500
Botswana,BWA,1986,97318
Botswana,BWA,1987,100190
Botswana,BWA,1988,102815
Botswana,BWA,1989,105501
Botswana,BWA,1990,108491
Botswana,BWA,1991,111779
Botswana,BWA,1992,115400
Botswana,BWA,1993,119244
Botswana,BWA,1994,123288
Botswana,BWA,1995,127249
Botswana,BWA,1996,131228
Botswana,BWA,1997,135046
Botswana,BWA,1998,138645
Botswana,BWA,1999,141942
Botswana,BWA,2000,145021
Botswana,BWA,2001,148054
Botswana,BWA,2002,150967
Botswana,BWA,2003,153882
Botswana,BWA,2004,156791
Botswana,BWA,2005,159891
Botswana,BWA,2006,163144
Botswana,BWA,2007,166448
Botswana,BWA,2008,169842
Botswana,BWA,2009,172700
Botswana,BWA,2010,175157
Botswana,BWA,2011,177328
Botswana,BWA,2012,179346
Brazil,BRA,1980,14953288
Brazil,BRA,1981,14946760
Brazil,BRA,1982,15109090
Brazil,BRA,1983,15546768
Brazil,BRA,1984,15956306
Brazil,BRA,1985,16248511
Brazil,BRA,1986,16317934
Brazil,BRA,1987,16398271
Brazil,BRA,1988,16604942
Brazil,BRA,1989,16830212
Brazil,BRA,1990,17263531
Brazil,BRA,1991,17700770
Brazil,BRA,1992,18219195
Brazil,BRA,1993,18651527
Brazil,BRA,1994,18996374
Brazil,BRA,1995,19271120
Brazil,BRA,1996,19569507
Brazil,BRA,1997,19686619
Brazil,BRA,1998,19912282
Brazil,BRA,1999,20214433
Brazil,BRA,2000,20414895
Brazil,BRA,2001,20635005
Brazil,BRA,2002,20829098
Brazil,BRA,2003,21057721
Brazil,BRA,2004,21045994
Brazil,BRA,2005,21006077
Brazil,BRA,2006,20918224
Brazil,BRA,2007,20738291
Brazil,BRA,2008,20612448
Brazil,BRA,2009,20627616
Brazil,BRA,2010,20588408
Brazil,BRA,2011,20620992
Brazil,BRA,2012,20734652
Brunei,BRN,1980,13758
Brunei,BRN,1981,14278
Brunei,BRN,1982,14746
Brunei,BRN,1983,15216
Brunei,BRN,1984,15741
Brunei,BRN,1985,16376
Brunei,BRN,1986,17137
Brunei,BRN,1987,17993
Brunei,BRN,1988,18895
Brunei,BRN,1989,19793
Brunei,BRN,1990,20634
Brunei,BRN,1991,21400
Brunei,BRN,1992,22099
Brunei,BRN,1993,22759
Brunei,BRN,1994,23420
Brunei,BRN,1995,24098
Brunei,BRN,1996,24789
Brunei,BRN,1997,25546
Brunei,BRN,1998,26369
Brunei,BRN,1999,27161
Brunei,BRN,2000,27881
Brunei,BRN,2001,28528
Brunei,BRN,2002,29119
Brunei,BRN,2003,29652
Brunei,BRN,2004,30173
Brunei,BRN,2005,30733
Brunei,BRN,2006,31296
Brunei,BRN,2007,31895
Brunei,BRN,2008,32549
Brunei,BRN,2009,33233
Brunei,BRN,2010,33902
Brunei,BRN,2011,34587
Brunei,BRN,2012,35269
Bulgaria,BGR,1980,2010081
Bulgaria,BGR,1981,2022897
Bulgaria,BGR,1982,2034475
Bulgaria,BGR,1983,2045228
Bulgaria,BGR,1984,2053082
Bulgaria,BGR,1985,2052877
Bulgaria,BGR,1986,2046549
Bulgaria,BGR,1987,2040770
Bulgaria,BGR,1988,2034427
Bulgaria,BGR,1989,2019140
Bulgaria,BGR,1990,1994521
Bulgaria,BGR,1991,1971441
Bulgaria,BGR,1992,1951521
Bulgaria,BGR,1993,1946445
Bulgaria,BGR,1994,1958216
Bulgaria,BGR,1995,1973833
Bulgaria,BGR,1996,1997706
Bulgaria,BGR,1997,2051526
Bulgaria,BGR,1998,2132214
Bulgaria,BGR,1999,2223427
Bulgaria,BGR,2000,2312884
Bulgaria,BGR,2001,2393072
Bulgaria,BGR,2002,2461996
Bulgaria,BGR,2003,2515156
Bulgaria,BGR,2004,2543840
Bulgaria,BGR,2005,2545086
Bulgaria,BGR,2006,2517527
Bulgaria,BGR,2007,2467249
Bulgaria,BGR,2008,2406849
Bulgaria,BGR,2009,2339718
Bulgaria,BGR,2010,2239113
Bulgaria,BGR,2011,2148719
